Episode,Reward,Steps,Exploration Rate
12110,607.0,2374949,0.552259450393626
12111,1308.0,2375202,0.5522245210836687
12112,632.0,2375302,0.5522107156414827
12113,1424.0,2375512,0.552181725336286
12114,240.0,2375551,0.5521763415900359
12115,241.0,2375583,0.5521719241964199
12116,775.0,2375924,0.5521248535404071
12117,248.0,2375959,0.5521200224684698
12118,1045.0,2376077,0.5521037351660077
12119,1425.0,2376279,0.5520758546278826
12120,777.0,2376614,0.5520296202053648
12121,607.0,2376687,0.552019545755465
12122,1318.0,2376889,0.5519916694687984
12123,1055.0,2377015,0.5519742820028883
12124,1050.0,2377168,0.5519531693877411
12125,654.0,2377236,0.551943786262444
12126,790.0,2377502,0.5519070832164543
12127,742.0,2377656,0.5518858352001186
12128,774.0,2378002,0.5518380991340152
12129,622.0,2378090,0.5518259588278589
12130,605.0,2378157,0.5518167158193023
12131,1403.0,2378429,0.5517791935537024
12132,1343.0,2378605,0.5517549158002626
12133,627.0,2378692,0.5517429152598485
12134,622.0,2378772,0.5517318805105106
12135,623.0,2378847,0.5517215356334398
12136,612.0,2378919,0.551711604733934
12137,984.0,2379370,0.551649402749419
12138,809.0,2379543,0.5516255444257046
12139,241.0,2379573,0.551621407249118
12140,591.0,2379670,0.5516080305905111
12141,1310.0,2380001,0.5515623869088014
12142,1050.0,2380155,0.5515411521630198
12143,597.0,2380262,0.5515263986326825
12144,607.0,2380345,0.5515149545772112
12145,248.0,2380374,0.5515109561077847
12146,249.0,2380402,0.5515070955441208
12147,653.0,2380475,0.5514970306302103
12148,248.0,2380504,0.5514930322907319
12149,612.0,2380564,0.5514847599562549
12150,230.0,2380607,0.5514788315262088
12151,778.0,2380768,0.5514566349471713
12152,1336.0,2380969,0.5514289249440176
12153,1309.0,2381180,0.551399837831766
12154,1025.0,2381421,0.5513666169881671
12155,1428.0,2381617,0.551339600682459
12156,815.0,2381759,0.5513200284715941
12157,1429.0,2381968,0.551291222749058
12158,617.0,2382046,0.5512804726736826
12159,573.0,2382168,0.5512636588735734
12160,790.0,2382437,0.5512265876344087
12161,248.0,2382467,0.5512224534499872
12162,614.0,2382532,0.5512134961567761
12163,607.0,2382599,0.5512042634068844
12164,1324.0,2382776,0.5511798731548148
12165,1036.0,2382947,0.5511563107159393
12166,1943.0,2383170,0.5511255846042702
12167,235.0,2383207,0.5511204867155522
12168,744.0,2383387,0.5510956868485483
12169,1302.0,2383723,0.5510493967492717
12170,626.0,2383932,0.5510206051668752
12171,633.0,2384019,0.5510086205975457
12172,639.0,2384163,0.5509887846417714
12173,240.0,2384196,0.5509842390024801
12174,1856.0,2384419,0.5509535224835429
12175,1044.0,2384672,0.5509186757709243
12176,246.0,2384702,0.5509145438958335
12177,1687.0,2384887,0.5508890646842011
12178,246.0,2384917,0.5508849330311927
12179,246.0,2384959,0.5508791487690394
12180,1331.0,2385105,0.5508590420445432
12181,1027.0,2385320,0.5508294341630473
12182,628.0,2385391,0.5508196570261398
12183,984.0,2385868,0.5507539756901476
12184,244.0,2385901,0.5507494319880221
12185,1053.0,2386037,0.550730706823321
12186,623.0,2386109,0.5507207937585756
12187,1863.0,2386419,0.5506781145455598
12188,246.0,2386453,0.5506734338008931
12189,1878.0,2386644,0.5506471397689124
12190,1671.0,2387034,0.5505934542832769
12191,1310.0,2387274,0.5505604196629347
12192,714.0,2387424,0.5505397740317216
12193,1036.0,2387586,0.5505174776195886
12194,1336.0,2387793,0.5504889890737044
12195,1045.0,2387912,0.5504726122678363
12196,1323.0,2388122,0.5504437132106829
12197,1677.0,2388437,0.5504003674696042
12198,1319.0,2388635,0.5503731233223034
12199,239.0,2388672,0.5503680323938211
12200,234.0,2388706,0.5503633542848424
12201,247.0,2388737,0.5503590889848409
12202,756.0,2388912,0.5503350112983879
12203,610.0,2388973,0.5503266187524087
12204,603.0,2389066,0.5503138238056635
12205,817.0,2389200,0.5502953885990505
12206,1011.0,2389493,0.550255080933078
12207,236.0,2389529,0.5502501286590151
12208,1578.0,2389730,0.5502224792812866
12209,624.0,2389816,0.5502106496236708
12210,799.0,2390036,0.550180388866333
12211,242.0,2390074,0.5501751621768115
12212,605.0,2390173,0.5501615455083506
12213,808.0,2390351,0.5501370638612326
12214,611.0,2390442,0.5501245483838278
12215,806.0,2390631,0.5500985556097481
12216,1028.0,2390861,0.5500669258482074
12217,248.0,2390891,0.550062800361218
12218,614.0,2390963,0.5500528993186821
12219,608.0,2391041,0.5500421733903813
12220,610.0,2391130,0.5500299350866434
12221,1038.0,2391303,0.5500061468033994
12222,236.0,2391337,0.5500014717704356
12223,654.0,2391407,0.5499918468276936
12224,634.0,2391496,0.5499796096437094
12225,249.0,2391526,0.5499754848115891
12226,812.0,2391686,0.5499534862294178
12227,248.0,2391716,0.5499493615932224
12228,1903.0,2392040,0.5499048174934197
12229,1024.0,2392289,0.5498705869796832
12230,650.0,2392376,0.5498586274229804
12231,250.0,2392405,0.5498546409618837
12232,246.0,2392440,0.5498498297542223
12233,246.0,2392471,0.5498455684340211
12234,1131.0,2392749,0.5498073554901483
12235,1030.0,2392966,0.549777529246423
12236,1033.0,2393199,0.5497455056340337
12237,240.0,2393236,0.5497404205109889
12238,1030.0,2393424,0.5497145833151704
12239,1321.0,2393678,0.5496796775430316
12240,653.0,2393752,0.5496695085617878
12241,652.0,2393829,0.5496589275242666
12242,763.0,2393989,0.5496369416041358
12243,615.0,2394053,0.5496281474823227
12244,217.0,2394095,0.5496223764163503
12245,1320.0,2394313,0.5495924228093302
12246,818.0,2394439,0.5495751109185091
12247,652.0,2394515,0.5495646690892926
12248,1319.0,2394720,0.5495365046181981
12249,1698.0,2394907,0.5495108143839064
12250,1047.0,2395040,0.5494925434507976
12251,630.0,2395127,0.549480592116454
12252,608.0,2395197,0.5494709762890273
12253,741.0,2395377,0.5494462506483312
12254,764.0,2395552,0.549422212897687
12255,618.0,2395638,0.5494104004456157
12256,1335.0,2395860,0.5493799090107203
12257,1041.0,2396025,0.5493572475540335
12258,252.0,2396056,0.54935299005133
12259,611.0,2396120,0.549344200472706
12260,765.0,2396252,0.5493260724109369
12261,1322.0,2396443,0.5492998427139361
12262,2350.0,2396783,0.5492531542057523
12263,613.0,2396877,0.549240246906675
12264,1017.0,2397133,0.5492050966512946
12265,1315.0,2397356,0.5491744793167909
12266,653.0,2397428,0.5491645942638919
12267,751.0,2397599,0.5491411179763582
12268,606.0,2397702,0.5491269777728566
12269,638.0,2397848,0.5491069350014427
12270,631.0,2397919,0.5490971884386278
12271,1848.0,2398144,0.5490663025865856
12272,1687.0,2398333,0.5490403598134448
12273,610.0,2398393,0.5490321242687837
12274,1016.0,2398659,0.548995614841903
12275,1042.0,2398809,0.548975027889778
12276,611.0,2398872,0.5489663816000966
12277,1010.0,2399181,0.5489239755797651
12278,604.0,2399268,0.5489120366116391
12279,1903.0,2399567,0.5488710069652729
12280,1003.0,2399904,0.5488247665250553
12281,1330.0,2400137,0.5487927984094852
12282,1033.0,2400315,0.5487683776702654
12283,1318.0,2400605,0.5487285934001028
12284,815.0,2400746,0.5487092510556758
12285,1415.0,2400996,0.548674957794869
12286,640.0,2401133,0.5486561659970242
12287,1317.0,2401427,0.54861584124573
12288,1154.0,2401596,0.5485926627131871
12289,652.0,2401676,0.5485816909682776
12290,244.0,2401708,0.5485773023317552
12291,636.0,2401780,0.5485674280279466
12292,1915.0,2402027,0.548533555030866
12293,767.0,2402178,0.5485128482774148
12294,244.0,2402207,0.5485088715731826
12295,813.0,2402359,0.5484880286294731
12296,818.0,2402487,0.5484704772911833
12297,1438.0,2402647,0.5484485389081172
12298,237.0,2402684,0.5484434657819609
12299,626.0,2402783,0.5484298919724607
12300,1018.0,2403043,0.5483942451835551
12301,608.0,2403126,0.548382866119602
12302,1038.0,2403274,0.5483625763263799
12303,1301.0,2403556,0.5483239181226288
12304,243.0,2403587,0.5483196686281984
12305,1819.0,2403995,0.5482637428672611
12306,1031.0,2404241,0.5482300256796696
12307,791.0,2404505,0.548193843687466
12308,251.0,2404535,0.5481897322485417
12309,639.0,2404679,0.5481699977709342
12310,814.0,2404826,0.5481498528911595
12311,718.0,2404951,0.5481327234737619
12312,248.0,2404980,0.548128749525425
12313,250.0,2405010,0.5481246385747052
12314,1418.0,2405174,0.548102165922404
12315,728.0,2405297,0.5480853120378225
12316,1334.0,2405490,0.5480588675561856
12317,813.0,2405643,0.5480379047027955
12318,715.0,2405874,0.5480062564236917
12319,1319.0,2406160,0.5479670753721941
12320,632.0,2406239,0.5479562531279714
12321,586.0,2406336,0.5479429653482852
12322,1016.0,2406720,0.54789036534187
12323,249.0,2406747,0.5478866670939228
12324,248.0,2406778,0.5478824209881751
12325,652.0,2406855,0.5478718743517627
12326,248.0,2406888,0.5478673544268784
12327,1002.0,2407230,0.5478205137646801
12328,1113.0,2407605,0.5477691579924274
12329,1394.0,2407919,0.5477261597958457
12330,631.0,2407996,0.547715616167433
12331,635.0,2408074,0.5477049358157141
12332,1032.0,2408267,0.5476785096867895
12333,2354.0,2408571,0.5476368876965008
12334,629.0,2408661,0.5476245660036053
12335,1272.0,2409191,0.5475520105464355
12336,728.0,2409327,0.5475333940922288
12337,1337.0,2409500,0.5475097137820611
12338,724.0,2409621,0.547493151861647
12339,603.0,2409717,0.5474800121820349
12340,1555.0,2409982,0.5474437428281242
12341,1327.0,2410173,0.5474176030102262
12342,790.0,2410439,0.5473812009454526
12343,1881.0,2410802,0.5473315283491792
12344,609.0,2410885,0.5473201713363741
12345,741.0,2411003,0.5473040256274494
12346,1044.0,2411126,0.547287196285308
12347,617.0,2411195,0.5472777556614162
12348,769.0,2411345,0.5472572331278107
12349,244.0,2411381,0.54725230783426
12350,633.0,2411449,0.5472430046229402
12351,734.0,2411617,0.5472200208965314
12352,1261.0,2412154,0.547146561530603
12353,1675.0,2412442,0.5471071683914122
12354,249.0,2412470,0.5471033386541586
12355,731.0,2412647,0.5470791298640173
12356,613.0,2412708,0.5470707869698578
12357,618.0,2412785,0.5470602559572522
12358,1627.0,2413322,0.5469868180383302
12359,624.0,2413408,0.5469750579466921
12360,810.0,2413575,0.5469522222118645
12361,1050.0,2413722,0.546932122084525
12362,240.0,2413755,0.5469276099125658
12363,1042.0,2413914,0.5469058699694354
12364,1438.0,2414068,0.5468848144961272
12365,233.0,2414107,0.5468794823945127
12366,1331.0,2414337,0.5468480377243828
12367,620.0,2414402,0.5468391515148584
12368,1003.0,2414737,0.5467933556479169
12369,1487.0,2415394,0.5467035522033236
12370,612.0,2415546,0.546682777860455
12371,759.0,2415735,0.5466569477062109
12372,1276.0,2416147,0.5466006449331943
12373,818.0,2416276,0.5465830173444358
12374,234.0,2416313,0.5465779614742761
12375,797.0,2416546,0.5465461242313046
12376,1323.0,2416715,0.5465230331424693
12377,233.0,2416756,0.5465174313093885
12378,1920.0,2416979,0.5464869638080696
12379,1702.0,2417192,0.5464578641483905
12380,1914.0,2417450,0.5464226187484182
12381,603.0,2417516,0.5464136028484621
12382,710.0,2417689,0.5463899709682247
12383,759.0,2417839,0.546369481725925
12384,649.0,2417933,0.5463566421923629
12385,1017.0,2418211,0.5463186717204679
12386,251.0,2418241,0.5463145743452824
12387,1043.0,2418387,0.5462946342247329
12388,249.0,2418417,0.546290537029828
12389,1661.0,2418722,0.5462488839592106
12390,589.0,2418856,0.5462305849258177
12391,1312.0,2419203,0.5461832014719317
12392,230.0,2419240,0.5461781493000523
12393,640.0,2419379,0.5461591699367572
12394,641.0,2419512,0.5461410104439874
12395,1422.0,2419689,0.5461168442359323
12396,1316.0,2419964,0.5460792999887913
12397,1788.0,2420450,0.5460129553760578
12398,225.0,2420486,0.5460080412809579
12399,724.0,2420597,0.5459928897661446
12400,651.0,2420681,0.5459814240344153
12401,1038.0,2420847,0.5459587662726342
12402,817.0,2420979,0.5459407499283638
12403,249.0,2421009,0.5459366553875818
12404,639.0,2421151,0.5459172749778951
12405,639.0,2421292,0.5458980317307083
12406,817.0,2421423,0.5458801538606837
12407,595.0,2421522,0.5458666434923765
12408,999.0,2421879,0.545817927062351
12409,627.0,2421957,0.5458072837152144
12410,247.0,2421987,0.545803190175425
12411,614.0,2422062,0.54579295646027
12412,234.0,2422097,0.5457881807921967
12413,615.0,2422173,0.5457778109139784
12414,619.0,2422235,0.5457693514224119
12415,1850.0,2422495,0.545733877563043
12416,815.0,2422638,0.5457143679232157
12417,733.0,2422786,0.5456941768626126
12418,816.0,2422926,0.5456750778982663
12419,242.0,2422954,0.545671258185612
12420,1279.0,2423319,0.5456214679487852
12421,712.0,2423452,0.5456033263343116
12422,1920.0,2423716,0.5455673176985656
12423,1331.0,2423949,0.5455355393238869
12424,946.0,2424565,0.5454515333089475
12425,611.0,2424634,0.545442124349973
12426,1412.0,2424870,0.5454099442099329
12427,712.0,2425048,0.5453856740043943
12428,630.0,2425136,0.5453736756500469
12429,640.0,2425272,0.5453551332579767
12430,594.0,2425373,0.5453413632129883
12431,616.0,2425435,0.5453329104863116
12432,635.0,2425518,0.5453215949444012
12433,607.0,2425580,0.5453131425241284
12434,651.0,2425663,0.5453018273924006
12435,249.0,2425690,0.5452981466170272
12436,1311.0,2426018,0.5452534339966518
12437,629.0,2426107,0.5452413022411934
12438,616.0,2426175,0.5452320332166823
12439,1909.0,2426451,0.545194413499578
12440,244.0,2426484,0.5451899156636575
12441,779.0,2426627,0.545170425470123
12442,249.0,2426656,0.5451664729983714
12443,713.0,2426839,0.545141532199636
12444,759.0,2427008,0.5451185004535675
12445,1044.0,2427133,0.545101465764465
12446,637.0,2427284,0.5450808885699545
12447,795.0,2427526,0.5450479121696157
12448,1424.0,2427720,0.5450214779836017
12449,241.0,2427754,0.5450168453201479
12450,240.0,2427790,0.5450119401899994
12451,1037.0,2427948,0.5449904126408399
12452,609.0,2428026,0.5449797854300792
12453,633.0,2428108,0.544968613457593
12454,247.0,2428138,0.5449645262078078
12455,1917.0,2428373,0.5449325104783578
12456,653.0,2428443,0.5449229742416732
12457,632.0,2428522,0.5449122121178616
12458,998.0,2428932,0.5448563614715252
12459,604.0,2428999,0.5448472352027611
12460,1325.0,2429263,0.5448112764673889
12461,1874.0,2429733,0.5447472648951476
12462,1048.0,2429853,0.5447309227202896
12463,773.0,2430017,0.5447085892075034
12464,814.0,2430167,0.5446881630158454
12465,247.0,2430194,0.5446844863826936
12466,1042.0,2430340,0.5446646057592766
12467,1301.0,2430717,0.5446132735328296
12468,622.0,2430795,0.5446026536762106
12469,1001.0,2431137,0.5445560921340287
12470,631.0,2431217,0.5445452011197334
12471,245.0,2431252,0.5445404363694731
12472,1426.0,2431459,0.5445122571275088
12473,241.0,2431490,0.5445080371733404
12474,245.0,2431526,0.5445031366224451
12475,715.0,2431662,0.5444846238282025
12476,738.0,2431802,0.5444655671974766
12477,1047.0,2431926,0.5444486890243939
12478,618.0,2431999,0.5444387529252432
12479,1001.0,2432399,0.544384311765241
12480,1035.0,2432588,0.5443585902109676
12481,1421.0,2432852,0.5443226637251052
12482,245.0,2432880,0.5443188534793181
12483,635.0,2432955,0.5443086475952186
12484,1321.0,2433143,0.5442830656867599
12485,610.0,2433205,0.5442746293635676
12486,817.0,2433338,0.5442565325307384
12487,630.0,2433419,0.5442455114461641
12488,1029.0,2433611,0.5442193882853064
12489,241.0,2433645,0.544214762439587
12490,613.0,2433721,0.5442044224560368
12491,1293.0,2434105,0.5441521813325579
12492,992.0,2434514,0.5440965446095305
12493,619.0,2434603,0.544084438594578
12494,1313.0,2434871,0.544047986153801
12495,764.0,2434995,0.5440311209255322
12496,606.0,2435066,0.5440214644576286
12497,716.0,2435345,0.5439835202790534
12498,1418.0,2435607,0.5439478905209036
12499,1026.0,2435844,0.5439156625591199
12500,1691.0,2436062,0.5438860199595692
12501,778.0,2436391,0.5438412871684911
12502,612.0,2436462,0.5438316340701073
12503,1014.0,2436759,0.5437912560652766
12504,612.0,2436846,0.5437794287325999
12505,1319.0,2437093,0.5437458513853852
12506,638.0,2437242,0.5437255972271224
12507,636.0,2437402,0.5437038486354865
12508,247.0,2437431,0.5436999067963798
12509,611.0,2437523,0.543687401840766
12510,1037.0,2437736,0.5436584512538111
12511,1060.0,2437902,0.5436358898934124
12512,640.0,2438039,0.5436172706807094
12513,617.0,2438109,0.5436077574605229
12514,640.0,2438181,0.5435979726077278
12515,238.0,2438219,0.5435928084508721
12516,250.0,2438252,0.5435883238281393
12517,653.0,2438323,0.5435786752198163
12518,651.0,2438404,0.5435676678617155
12519,1316.0,2438614,0.5435391313046746
12520,231.0,2438650,0.5435342394738941
12521,620.0,2438736,0.5435225536119063
12522,621.0,2438807,0.5435129061709937
12523,1011.0,2439100,0.5434730953037257
12524,251.0,2439133,0.5434686116686235
12525,1324.0,2439408,0.5434312494812359
12526,815.0,2439549,0.543412093864914
12527,1416.0,2439780,0.5433807127187057
12528,640.0,2439915,0.5433623739268254
12529,768.0,2440078,0.5433402323584544
12530,651.0,2440158,0.5433293656611148
12531,610.0,2440219,0.5433210799504302
12532,1427.0,2440393,0.5432974459945373
12533,1515.0,2440887,0.5432303528946447
12534,1051.0,2441100,0.5432014266449012
12535,1324.0,2441295,0.5431749462175043
12536,236.0,2441328,0.5431704650421221
12537,628.0,2441418,0.5431582438426183
12538,733.0,2441556,0.5431395052041041
12539,248.0,2441587,0.5431352958887231
12540,1313.0,2441792,0.5431074609146029
12541,631.0,2441876,0.5430960557762509
12542,653.0,2441946,0.5430865516772466
12543,1288.0,2442405,0.5430242360630704
12544,234.0,2442440,0.5430194846211978
12545,1670.0,2442773,0.5429742801251096
12546,1857.0,2443327,0.5428990833853968
12547,251.0,2443357,0.5428950116570309
12548,238.0,2443393,0.5428901256233017
12549,594.0,2443496,0.5428761463808011
12550,609.0,2443557,0.5428678675816587
12551,1045.0,2443690,0.5428498175228869
12552,608.0,2443761,0.5428401820229353
12553,722.0,2443932,0.54281697609828
12554,760.0,2444076,0.5427974350364365
12555,1659.0,2444445,0.542747364276338
12556,1059.0,2444611,0.5427248407252688
12557,620.0,2444702,0.5427124938740433
12558,816.0,2444839,0.5426939062871163
12559,588.0,2444936,0.5426807461178097
12560,249.0,2444964,0.5426769473654068
12561,1030.0,2445167,0.5426494072057189
12562,2319.0,2445648,0.5425841575295526
12563,251.0,2445676,0.5425803594532678
12564,770.0,2446041,0.5425308512481187
12565,1318.0,2446325,0.5424923329202768
12566,616.0,2446398,0.5424824325243035
12567,609.0,2446471,0.5424725323090107
12568,1020.0,2446734,0.542436865908094
12569,628.0,2446826,0.5424243900020904
12570,652.0,2446903,0.5424139484317766
12571,631.0,2446979,0.5424036426633719
12572,236.0,2447012,0.5423991678512186
12573,636.0,2447102,0.5423869640057086
12574,225.0,2447143,0.5423814045671238
12575,1884.0,2447542,0.5423273047135231
12576,613.0,2447606,0.5423186275449792
12577,248.0,2447635,0.5423146957486903
12578,1044.0,2447880,0.5422814799866623
12579,244.0,2447913,0.5422770061823471
12580,768.0,2448060,0.5422570778660613
12581,1049.0,2448187,0.5422398614749961
12582,651.0,2448271,0.5422284745560434
12583,1160.0,2448410,0.5422096324415785
12584,1325.0,2448621,0.5421810316342409
12585,1296.0,2448935,0.5421384720884155
12586,1897.0,2449271,0.542092934363673
12587,726.0,2449429,0.542071522112981
12588,1322.0,2449699,0.5420349335155386
12589,608.0,2449794,0.5420220603371263
12590,611.0,2449861,0.5420129815425146
12591,637.0,2450014,0.5419922499398706
12592,597.0,2450121,0.5419777518392834
12593,628.0,2450214,0.5419651510014615
12594,1016.0,2450483,0.5419287050660042
12595,1326.0,2450663,0.5419043188199191
12596,760.0,2450787,0.5418875200443161
12597,615.0,2450865,0.5418769533393786
12598,242.0,2450899,0.5418723474042741
12599,1031.0,2451141,0.5418395651148282
12600,1315.0,2451390,0.5418058366474887
12601,1045.0,2451528,0.5417871446662202
12602,1424.0,2451719,0.5417612749444672
12603,232.0,2451753,0.5417566699926253
12604,795.0,2451892,0.5417378442730858
12605,637.0,2451983,0.541725519875777
12606,244.0,2452014,0.5417213215187412
12607,619.0,2452091,0.5417108934823673
12608,1047.0,2452217,0.541693829855841
12609,749.0,2452375,0.5416724333694676
12610,607.0,2452463,0.541660516705526
12611,1037.0,2452641,0.5416364133458202
12612,787.0,2452922,0.5415983647194949
12613,1685.0,2453222,0.5415577463602654
12614,1320.0,2453401,0.5415335121903269
12615,1349.0,2453540,0.5415146942253874
12616,1340.0,2453723,0.54148992049173
12617,1068.0,2453855,0.5414720516169557
12618,608.0,2453930,0.5414618991098974
12619,639.0,2454072,0.5414426775512584
12620,1323.0,2454255,0.5414179071122891
12621,612.0,2454319,0.5414092444939923
12622,814.0,2454467,0.5413892127200296
12623,651.0,2454552,0.5413777083200542
12624,726.0,2454804,0.5413436025945038
12625,1038.0,2454966,0.5413216786198187
12626,625.0,2455036,0.5413122055721469
12627,653.0,2455110,0.541302191387722
12628,1337.0,2455285,0.5412785099319207
12629,638.0,2455432,0.5412586183097022
12630,250.0,2455464,0.5412542882575341
12631,1266.0,2455898,0.5411955653456855
12632,1526.0,2456345,0.5411350901128069
12633,639.0,2456485,0.5411161507137244
12634,1313.0,2456717,0.5410847668831955
12635,2320.0,2457195,0.5410201111087213
12636,1316.0,2457506,0.5409780484250271
12637,1030.0,2457733,0.5409473487880476
12638,637.0,2457887,0.5409265227134177
12639,1327.0,2458120,0.5408950146572088
12640,772.0,2458255,0.5408767597562332
12641,1329.0,2458488,0.5408452545986312
12642,609.0,2458561,0.5408353842615667
12643,247.0,2458590,0.5408314632187539
12644,770.0,2458957,0.5407818442021016
12645,244.0,2458986,0.5407779235474529
12646,1422.0,2459210,0.5407476408278692
12647,247.0,2459242,0.5407433148635051
12648,250.0,2459272,0.5407392593033445
12649,1056.0,2459396,0.5407224966440309
12650,239.0,2459429,0.5407180357012767
12651,611.0,2459499,0.540708573217265
12652,1048.0,2459611,0.5406934335872762
12653,1331.0,2459762,0.5406730227928603
12654,1045.0,2459900,0.5406543698930041
12655,817.0,2460034,0.5406362582727173
12656,637.0,2460123,0.5406242292482889
12657,1028.0,2460372,0.5405905764332622
12658,249.0,2460401,0.5405866571653
12659,249.0,2460429,0.5405828730714706
12660,251.0,2460460,0.5405786835699143
12661,783.0,2460600,0.5405597636447225
12662,241.0,2460631,0.5405555743222636
12663,1529.0,2461030,0.5405016565861692
12664,249.0,2461061,0.5404974677140384
12665,1031.0,2461282,0.5404676060501464
12666,243.0,2461317,0.5404628769786916
12667,1030.0,2461541,0.5404326119012227
12668,614.0,2461620,0.5404219384612026
12669,638.0,2461769,0.5404018081164057
12670,617.0,2461849,0.5403910001869705
12671,1025.0,2462074,0.5403606040443059
12672,776.0,2462231,0.5403393953041672
12673,1039.0,2462399,0.5403167015232971
12674,1072.0,2462521,0.5403002221131504
12675,992.0,2462919,0.5402464649087879
12676,623.0,2462998,0.540235795145135
12677,652.0,2463077,0.5402251255922077
12678,1045.0,2463224,0.540205272681157
12679,616.0,2463313,0.5401932532460526
12680,1026.0,2463522,0.5401650288824065
12681,653.0,2463592,0.5401555760759305
12682,610.0,2463678,0.5401439628544342
12683,1661.0,2463999,0.5401006180352251
12684,731.0,2464162,0.5400786093807156
12685,734.0,2464325,0.5400566016230405
12686,620.0,2464419,0.5400439104404362
12687,610.0,2464483,0.5400352698059132
12688,1326.0,2464715,0.540003948664668
12689,251.0,2464745,0.5399998986497346
12690,776.0,2465085,0.5399540006033002
12691,1034.0,2465261,0.5399302431469686
12692,614.0,2465324,0.5399217393115427
12693,1015.0,2465609,0.539883271253244
12694,623.0,2465690,0.5398723387263251
12695,640.0,2465827,0.5398538484130585
12696,230.0,2465865,0.5398487198252174
12697,1427.0,2466076,0.5398202435527515
12698,618.0,2466162,0.5398086375408279
12699,1028.0,2466379,0.5397793537129075
12700,242.0,2466414,0.5397746306636348
12701,611.0,2466477,0.5397661292790867
12702,748.0,2466610,0.5397481823514116
12703,627.0,2466696,0.5397365778887873
12704,619.0,2466772,0.5397263229899459
12705,771.0,2467133,0.5396776148811868
12706,245.0,2467165,0.5396732974769971
12707,1546.0,2467451,0.5396347122108384
12708,614.0,2467518,0.5396256734039778
12709,612.0,2467587,0.5396163649402325
12710,1335.0,2467754,0.539593836424463
12711,241.0,2467785,0.5395896545879121
12712,241.0,2467820,0.5395849331984996
12713,1547.0,2468165,0.5395383959991337
12714,653.0,2468239,0.5395284146298865
12715,232.0,2468276,0.5395234240145083
12716,816.0,2468412,0.5395050805276375
12717,1334.0,2468567,0.539484175108196
12718,1263.0,2469019,0.539423216832988
12719,618.0,2469114,0.5394104056821183
12720,641.0,2469247,0.5393924705820575
12721,651.0,2469329,0.5393814131483661
12722,1027.0,2469563,0.5393498602546793
12723,235.0,2469598,0.5393451409634586
12724,653.0,2469672,0.5393351631693971
12725,620.0,2469766,0.5393224889403994
12726,1428.0,2469955,0.5392970065516343
12727,251.0,2469984,0.539293096662021
12728,1332.0,2470201,0.5392638408014382
12729,755.0,2470380,0.5392397092814889
12730,641.0,2470515,0.5392215102461339
12731,1327.0,2470739,0.5391913146832652
12732,749.0,2470921,0.539166782033499
12733,241.0,2470957,0.5391619295536898
12734,1424.0,2471124,0.5391394200102041
12735,1341.0,2471301,0.5391155636157101
12736,791.0,2471565,0.539079983158227
12737,610.0,2471628,0.5390714927142923
12738,738.0,2471790,0.5390496607582054
12739,610.0,2471863,0.5390398231904336
12740,1046.0,2471991,0.5390225741899182
12741,620.0,2472076,0.5390111200804837
12742,252.0,2472109,0.5390066732565297
12743,1328.0,2472267,0.5389853829107589
12744,231.0,2472300,0.5389809362991357
12745,1029.0,2472554,0.5389467120920283
12746,1107.0,2472953,0.5388929548319581
12747,640.0,2473090,0.5388744980620195
12748,1579.0,2473271,0.5388501145396123
12749,1327.0,2473438,0.5388276180141335
12750,250.0,2473465,0.538823980939532
12751,244.0,2473496,0.538819805069339
12752,1315.0,2473719,0.5387897666987747
12753,1683.0,2473967,0.5387563627645917
12754,1337.0,2474161,0.5387302337113626
12755,621.0,2474237,0.5387199979328813
12756,652.0,2474316,0.5387093583166572
12757,1059.0,2474479,0.538687406354833
12758,247.0,2474513,0.5386828275307661
12759,768.0,2474668,0.5386619539730149
12760,743.0,2474901,0.5386305778241086
12761,811.0,2475062,0.53860889837694
12762,635.0,2475151,0.5385969144607731
12763,813.0,2475304,0.5385763135202121
12764,638.0,2475450,0.5385566558410633
12765,249.0,2475479,0.5385527513189738
12766,241.0,2475512,0.538548308276547
12767,736.0,2475663,0.538527978459093
12768,243.0,2475698,0.5385232663593073
12769,610.0,2475784,0.5385116882320968
12770,605.0,2475880,0.5384987641050523
12771,234.0,2475916,0.538493917637378
12772,1846.0,2476147,0.5384628205076811
12773,1410.0,2476419,0.5384262062762026
12774,709.0,2476681,0.5383909405102446
12775,1862.0,2476975,0.538351370225391
12776,639.0,2477115,0.5383325282548118
12777,238.0,2477150,0.538327817865208
12778,1341.0,2477329,0.5383037282313536
12779,1318.0,2477552,0.5382737186312742
12780,1329.0,2477736,0.5382489586066045
12781,1036.0,2477904,0.5382263526222361
12782,637.0,2478054,0.5382061695099228
12783,729.0,2478334,0.5381684963919169
12784,1679.0,2478537,0.5381411850303393
12785,817.0,2478671,0.5381231576003459
12786,1050.0,2478784,0.5381079558339673
12787,1136.0,2478970,0.5380829343926431
12788,615.0,2479064,0.5380702895906794
12789,727.0,2479191,0.5380532061280485
12790,651.0,2479275,0.5380419071279458
12791,597.0,2479369,0.5380292632901117
12792,249.0,2479400,0.5380250935789571
12793,650.0,2479486,0.5380135261623477
12794,237.0,2479521,0.5380088185640004
12795,1018.0,2479787,0.537973042162667
12796,618.0,2479855,0.5379638966975424
12797,632.0,2479931,0.5379536754793279
12798,1426.0,2480144,0.537925030205211
12799,815.0,2480287,0.5379057997267217
